timestamp_utc,group,strategy_kind,symbol,candle_time,event,reason,broker_order_id,broker_deal_reference,broker_deal_id
2026-05-17T09:26:41.725525+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:25:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:26:43.536011+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:44:45.292297+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:43:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:44:46.791568+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:45:12.008832+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:44:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:45:13.396866+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:45:40.034680+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:46:03.896559+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:45:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:46:05.428633+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:46:32.156011+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:46:58.957344+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:47:22.907383+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:46:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:47:24.375423+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:47:49.984108+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:48:14.165187+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:47:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:48:15.684990+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:48:39.967321+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:49:03.051124+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:48:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:49:04.391782+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:49:30.235326+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:49:56.655650+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:50:21.799022+00:00,btc_gold_dynamic_1_5,asset_hybrid,BTCUSD,2026-05-17T09:49:00+00:00,reject,NO_BREAKOUT,,,
2026-05-17T09:50:23.274941+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
2026-05-17T09:50:49.183613+00:00,btc_gold_dynamic_1_5,asset_hybrid,GOLD,,skip,insufficient_1m_candles,,,
